district,fiscal_year,needs_group,cohort_count,graduation_count,graduation_rate
North Haven School District,2014,All Students,320.0,283.0,88.4
North Stonington School District,2014,All Students,56.0,54.0,96.4
Norwalk School District,2014,All Students,822.0,689.0,83.8
Norwich Free Academy District,2014,All Students,613.0,533.0,86.9
Old Saybrook School District,2014,All Students,137.0,126.0,92.0
Oxford School District,2014,All Students,174.0,168.0,96.6
Plainfield School District,2014,All Students,174.0,145.0,83.3
Plainville School District,2014,All Students,176.0,156.0,88.6
Plymouth School District,2014,All Students,139.0,121.0,87.1
Portland School District,2014,All Students,112.0,104.0,92.9
Putnam School District,2014,All Students,66.0,56.0,84.8
Regional School District 01,2014,All Students,121.0,108.0,89.3
Regional School District 04,2014,All Students,136.0,133.0,97.8
Regional School District 05,2014,All Students,420.0,404.0,96.2
Regional School District 06,2014,All Students,93.0,87.0,93.5
Regional School District 07,2014,All Students,211.0,195.0,92.4
Regional School District 08,2014,All Students,297.0,276.0,92.9
Regional School District 09,2014,All Students,252.0,242.0,96.0
Regional School District 10,2014,All Students,218.0,206.0,94.5
Regional School District 11,2014,All Students,40.0,37.0,92.5
Regional School District 12,2014,All Students,81.0,76.0,93.8
Regional School District 13,2014,All Students,134.0,125.0,93.3
Regional School District 14,2014,All Students,211.0,204.0,96.7
Regional School District 15,2014,All Students,329.0,318.0,96.7
Regional School District 16,2014,All Students,181.0,168.0,92.8
Regional School District 17,2014,All Students,153.0,150.0,98.0
Regional School District 18,2014,All Students,108.0,105.0,97.2
Regional School District 19,2014,All Students,293.0,273.0,93.2
Ridgefield School District,2014,All Students,459.0,448.0,97.6
Rocky Hill School District,2014,All Students,183.0,168.0,91.8
Seymour School District,2014,All Students,138.0,120.0,87.0
Shelton School District,2014,All Students,369.0,337.0,91.3
Simsbury School District,2014,All Students,400.0,378.0,94.5
Somers School District,2014,All Students,131.0,127.0,96.9
South Windsor School District,2014,All Students,348.0,326.0,93.7
Southington School District,2014,All Students,512.0,478.0,93.4
Stafford School District,2014,All Students,142.0,132.0,93.0
Stamford Academy District,2014,All Students,57.0,14.0,24.6
Stamford School District,2014,All Students,1200.0,1067.0,88.9
Stonington School District,2014,All Students,177.0,165.0,93.2
Stratford School District,2014,All Students,646.0,594.0,92.0
Suffield School District,2014,All Students,214.0,204.0,95.3
The Bridge Academy District,2014,All Students,34.0,30.0,88.2
The Gilbert School District,2014,All Students,90.0,79.0,87.8
The Woodstock Academy District,2014,All Students,278.0,265.0,95.3
Thomaston School District,2014,All Students,72.0,67.0,93.1
Thompson School District,2014,All Students,86.0,78.0,90.7
Tolland School District,2014,All Students,229.0,209.0,91.3
Torrington School District,2014,All Students,272.0,228.0,83.8
Trumbull School District,2014,All Students,555.0,533.0,96.0
Unified School District #1,2014,All Students,327.0,,
Unified School District #2,2014,All Students,65.0,18.0,27.7
Vernon School District,2014,All Students,299.0,246.0,82.3
Wallingford School District,2014,All Students,490.0,448.0,91.4
Waterbury School District,2014,All Students,1350.0,916.0,67.9
Waterford School District,2014,All Students,203.0,187.0,92.1
Watertown School District,2014,All Students,230.0,211.0,91.7
West Hartford School District,2014,All Students,741.0,697.0,94.1
West Haven School District,2014,All Students,424.0,312.0,73.6
Westbrook School District,2014,All Students,72.0,69.0,95.8
Weston School District,2014,All Students,180.0,175.0,97.2
Westport School District,2014,All Students,452.0,442.0,97.8
Wethersfield School District,2014,All Students,307.0,282.0,91.9
Wilton School District,2014,All Students,301.0,292.0,97.0
Windham School District,2014,All Students,183.0,134.0,73.2
Windsor Locks School District,2014,All Students,138.0,126.0,91.3
Windsor School District,2014,All Students,298.0,266.0,89.3
Wolcott School District,2014,All Students,245.0,233.0,95.1
"Four-Year Graduation Rates, 2013-14 All Districts, All Students Export .csv file Notes:Four-Year Graduation Rate is the percentage of students who received a standard diploma within four years, including early and summer graduates from the cohort.  Graduates District Four-Year Cohort Count  Graduation Count  Graduation Rate Amistad Academy District  23  19  82.6 Ansonia School District  157  120  76.4 Avon School District  272  265  97.4 Berlin School District  235  223  94.9 Bethel School District  244  226  92.6 Bloomfield School District  169  148  87.6 Bolton School District  103  97  94.2 Branford School District  299  272  91.0 Bridgeport School District  1,247  892  71.5 Bristol School District  699  572  81.8 Brookfield School District  232  225  97.0 Canton School District  136  128  94.1 Capitol Region Education Council  317  281  88.6 Cheshire School District  389  371  95.4 Clinton School District  133  123  92.5 Colchester School District  248  237  95.6 Common Ground High School District  29  26  89.7 Connecticut Technical Education and Career System  2,423  2,329  96.1 Coventry School District  133  128  96.2 Cromwell School District  134  122  91.0 Danbury School District  761  594  78.1 Darien School District  336  325  96.7 Department of Mental Health and Addiction Services * * * Derby School District  102  83  81.4 East Granby School District  66  60  90.9 East Haddam School District  105  98  93.3 East Hampton School District  121  117  96.7 East Hartford School District  507  397  78.3 East Haven School District  260  210  80.8 East Lyme School District  274  256  93.4 East Windsor School District  109  97  89.0 Eastern Connecticut Regional Educational Service Center (EASTCONN)  66  49  74.2 Ellington School District  194  185  95.4 Elm City College Preparatory School District  24  15  62.5 Enfield School District  424  366  86.3 Explorations District  27  18  66.7 Fairfield School District  728  683  93.8 Farmington School District  344  328  95.3 Glastonbury School District  585  562  96.1 Granby School District  205  194  94.6 Greenwich School District  670  637  95.1 Griswold School District  170  144  84.7 Groton School District  317  269  84.9 Guilford School District  286  265  92.7 Hamden School District  458  408  89.1 Hartford School District  1,370  980  71.5 Killingly School District  218  176  80.7 Learn  153  141  92.2 Lebanon School District  105  98  93.3 Ledyard School District  247  224  90.7 Lisbon School District * * * Litchfield School District  69  64  92.8 Madison School District  320  310  96.9 Manchester School District  454  373  82.2 Meriden School District  615  468  76.1 Middletown School District  334  276  82.6 Milford School District  508  468  92.1 Monroe School District  300  289  96.3 Montville School District  193  171  88.6 Naugatuck School District  333  273  82.0 New Britain School District  656  417  63.6 New Canaan School District  312  307  98.4 New Fairfield School District  239  231  96.7 New Haven School District  1,309  988  75.5 New London School District  228  162  71.1 New Milford School District  383  344  89.8 Newington School District  364  338  92.9 Newtown School District  423  409  96.7 North Branford School District  150  136  90.7 North Haven School District  320  283  88.4 North Stonington School District  56  54  96.4 Norwalk School District  822  689  83.8 Norwich Free Academy District  613  533  86.9 Old Saybrook School District  137  126  92.0 Oxford School District  174  168  96.6 Plainfield School District  174  145  83.3 Plainville School District  176  156  88.6 Plymouth School District  139  121  87.1 Portland School District  112  104  92.9 Putnam School District  66  56  84.8 Regional School District 01  121  108  89.3 Regional School District 04  136  133  97.8 Regional School District 05  420  404  96.2 Regional School District 06  93  87  93.5 Regional School District 07  211  195  92.4 Regional School District 08  297  276  92.9 Regional School District 09  252  242  96.0 Regional School District 10  218  206  94.5 Regional School District 11  40  37  92.5 Regional School District 12  81  76  93.8 Regional School District 13  134  125  93.3 Regional School District 14  211  204  96.7 Regional School District 15  329  318  96.7 Regional School District 16  181  168  92.8 Regional School District 17  153  150  98.0 Regional School District 18  108  105  97.2 Regional School District 19  293  273  93.2 Ridgefield School District  459  448  97.6 Rocky Hill School District  183  168  91.8 Seymour School District  138  120  87.0 Shelton School District  369  337  91.3 Simsbury School District  400  378  94.5 Somers School District  131  127  96.9 South Windsor School District  348  326  93.7 Southington School District  512  478  93.4 Stafford School District  142  132  93.0 Stamford Academy District  57  14  24.6 Stamford School District  1,200  1,067  88.9 Stonington School District  177  165  93.2 Stratford School District  646  594  92.0 Suffield School District  214  204  95.3 The Bridge Academy District  34  30  88.2 The Gilbert School District  90  79  87.8 The Woodstock Academy District  278  265  95.3 Thomaston School District  72  67  93.1 Thompson School District  86  78  90.7 Tolland School District  229  209  91.3 Torrington School District  272  228  83.8 Trumbull School District  555  533  96.0 Unified School District #1  327 * * Unified School District #2  65  18  27.7 Vernon School District  299  246  82.3 Wallingford School District  490  448  91.4 Waterbury School District  1,350  916  67.9 Waterford School District  203  187  92.1 Watertown School District  230  211  91.7 West Hartford School District  741  697  94.1 West Haven School District  424  312  73.6 Westbrook School District  72  69  95.8 Weston School District  180  175  97.2 Westport School District  452  442  97.8 Wethersfield School District  307  282  91.9 Wilton School District  301  292  97.0 Windham School District  183  134  73.2 Windsor Locks School District  138  126  91.3 Windsor School District  298  266  89.3 Wolcott School District  245  233  95.1 * The data are suppressed to ensure confidentiality. * N/A is displayed when a category is not applicable for a district or school.",2014,All Students,,,
Achievement First Bridgeport Academy District,2015,All Students,31.0,29.0,93.5
Amistad Academy District,2015,All Students,29.0,24.0,82.8
Ansonia School District,2015,All Students,172.0,144.0,83.7
Avon School District,2015,All Students,248.0,238.0,96.0
Berlin School District,2015,All Students,210.0,197.0,93.8
Bethel School District,2015,All Students,218.0,209.0,95.9
Bloomfield School District,2015,All Students,176.0,154.0,87.5
Bolton School District,2015,All Students,76.0,73.0,96.1
Branford School District,2015,All Students,253.0,228.0,90.1
Bridgeport School District,2015,All Students,1188.0,755.0,63.6
Bristol School District,2015,All Students,647.0,526.0,81.3
Brookfield School District,2015,All Students,235.0,224.0,95.3
Canton School District,2015,All Students,132.0,126.0,95.5
Capitol Region Education Council,2015,All Students,323.0,292.0,90.4
Cheshire School District,2015,All Students,392.0,381.0,97.2
Clinton School District,2015,All Students,162.0,146.0,90.1
